cve_entidad,entidad,cve_plantel,plantel,genero,nombre_empresa,carrera,sueldo_mensual_expresado_mnx,periodo
15,México,3151070,Chimalhuacán,M,"CONSORCIO GRUPO HOTELERO T2, S.A. DE C.V.",Contabilidad,"$8,001 - 10,000",Agosto 2024 (mensual)
15,México,3151070,Chimalhuacán,M,ARMAR,Contabilidad,"$2,001 - 4,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,M,ACERO COMPACTADO S.A DE C.V.,Electromecánica Industrial,"$8,001 - 10,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,M,ACERO COMPACTADO S.A DE C.V.,Electromecánica Industrial,"$8,001 - 10,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,M,OXXO,Contabilidad,"$6,001 - 8,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,F,Zapatería la Nueva Revolución,Electromecánica Industrial,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,M,Negocio Propio de Motos,Electromecánica Industrial,"$2,001 - 4,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,M,Taller de Carpintería,Electromecánica Industrial,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,M,PRIMERA PLUS,Informática,"$10,001 - 15,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,M,DISTRIBUIDORA DE ALIMENTOS,Electromecánica Industrial,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,F,Estadio Alfredo Harp Helu,Informática,"$8,001 - 10,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,F,Comercial Martínez,Informática,"$2,001 - 4,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,M,CLIP,Electromecánica Industrial,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3151070,Chimalhuacán,F,WALLMART,Contabilidad,"$8,001 - 10,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,MOTOTAXI,Informática,"$1,000 - 2,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,DESPERDICIOS IND.,Informática,"$2,001 - 4,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,PRODUCTOS EMBUTIDOS,Informática,"$4,001 - 6,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,DESPERDICIOS IND.,Informática,"$4,001 - 6,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,TALLER DE ALUMINIO,Electromecánica Industrial,"$8,001 - 10,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,ALBAÑILERÍA,Informática,"$6,001 - 8,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,TALLER DE MECÁNICA,Electromecánica Industrial,"$2,001 - 4,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,NEGOCIO DE CREPAS,Informática,"$15,001 - 20,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,F,TAQUERÍA,Informática,"$1,000 - 2,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,ALBAÑILERIA,Electromecánica Industrial,"$8,001 - 10,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,F,CONSTRUCCIÓN,Informática,"$6,001 - 8,000",Octubre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,LA GUADALUPANA,Informática,"$6,001 - 8,000",Noviembre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,ACUARIOS NICO,Informática,"$4,001 - 6,000",Noviembre 2024 (Mensual)
15,México,3151070,Chimalhuacán,F,HYUNDAI CEVER VALLEJO,Contabilidad,"$8,001 - 10,000",Noviembre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,JUV CORPORATION,Informática,"$6,001 - 8,000",Noviembre 2024 (Mensual)
15,México,3151070,Chimalhuacán,F,SUBURBIA,Informática,"$10,001 - 15,000",Noviembre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,TALLER DE COSTURA,Informática,"$1,000 - 2,000",Noviembre 2024 (Mensual)
15,México,3151070,Chimalhuacán,F,PAPELERÍA,Informática,"$2,001 - 4,000",Noviembre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,FÁBRICA DE MUEBLES,Informática,"$8,001 - 10,000",Noviembre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,HONOR CEL,Informática,"$10,001 - 15,000",Noviembre 2024 (Mensual)
15,México,3151070,Chimalhuacán,M,CMC MANTENIMIENTO,Electromecánica Industrial,"Más de 20,001",Noviembre 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,FROTSMAN EN REFRIGERACION S.A DE C.V.,Refrigeración y Climatización,"$4,001 - 6,000",Marzo 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,VERASERV S.A DE C.V,Electricidad Industrial,"$6,001 - 8,000",Enero 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,SERVTEC S.A DE C.V,Refrigeración y Climatización,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,Sociedad Industrial Equipos Y Servicios. S.A. P. I. De C.V.,Electricidad Industrial,"$6,001 - 8,000",Enero 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,Construcciones Refrigeradas S.A de C.V,Electricidad Industrial,"$8,001 - 10,000",Enero 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,Sociedad Industrial Equipos Y Servicios. S.A. P. I. De C.V.,Metalmecánica,"$6,001 - 8,000",Enero 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,DEISA S.A DE C.V,Química Industrial,"$6,001 - 8,000",Mayo 2024 (mensual)
15,México,3150010,Ciudad Azteca,M,DESARROLLO ECOLOGICO INDUSTRIAL S.A DE C.V,Química Industrial,"$4,001 - 6,000",junio 2024 (mensual)
15,México,3150010,Ciudad Azteca,M,Plazola S.A  de C.V,Electricidad Industrial,"$2,001 - 4,000",Enero 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,QUIMICA BINDEN S.A DE C.V,Química Industrial,"$4,001 - 6,000",Marzo 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,Frotsman en Refrigeracion S.A de C.V,Refrigeración y Climatización,"$4,001 - 6,000",Enero 2024 (Mensual)
15,México,3150010,Ciudad Azteca,M,SERVITEC S.A DE C.V,Refrigeración y Aire Acondicionado,"$6,001 - 8,000",Julio 2024 (mensual)
15,México,3150010,Ciudad Azteca,M,"SERVITEC S.A DE C,V",Electricidad Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
15,México,3150010,Ciudad Azteca,M,SERVITEC S.A DE C.V,Electricidad Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
15,México,3150010,Ciudad Azteca,M,CONTRUCCIONES REFRIGERADAS S.A DE C.V.,Electricidad Industrial,"$8,001 - 10,000",Julio 2024 (mensual)
15,México,3150010,Ciudad Azteca,M,SERVITEC S.A DE C.V,Refrigeración y Aire Acondicionado,"$6,001 - 8,000",Julio 2024 (mensual)
15,México,3151840,Coacalco,M,0,Contabilidad,"$1,000 - 2,000",Marzo 2024 (Mensual)
15,México,3151840,Coacalco,M,0,Contabilidad,"$1,000 - 2,000",Marzo 2024 (Mensual)
15,México,3151840,Coacalco,M,Alpura,Química Industrial,"$1,000 - 2,000",Marzo 2024 (Mensual)
15,México,3151840,Coacalco,F,Papelería,Contabilidad,"$2,001 - 4,000",Noviembre 2024 (Mensual)
15,México,3151840,Coacalco,F,Cremería,Contabilidad,"$2,001 - 4,000",Noviembre 2024 (Mensual)
15,México,3151080,Cuautitlán,F,Estacionamientos Ranver,Enfermería General,"$8,001 - 10,000",junio 2024 (mensual)
15,México,3151080,Cuautitlán,F,Fynotej,Enfermería General,"$1,000 - 2,000",Mayo 2024 (mensual)
15,México,3151080,Cuautitlán,F,0,Enfermería General,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,F,0,Enfermería General,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,M,0,Alimentos y Bebidas,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,M,0,Alimentos y Bebidas,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,M,0,Enfermería General,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,M,0,Alimentos y Bebidas,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,M,0,Alimentos y Bebidas,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,F,0,Alimentos y Bebidas,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,F,0,Alimentos y Bebidas,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,F,0,Alimentos y Bebidas,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,M,0,Enfermería Comunitaria,"$1,000 - 2,000",Julio 2024 (mensual)
15,México,3151080,Cuautitlán,F,RESTAURANTE MILENIAL,Alimentos y Bebidas,"$1,000 - 2,000",Agosto 2024 (mensual)
15,México,3151080,Cuautitlán,M,Restaurante Metate Negro,Alimentos y Bebidas,"$1,000 - 2,000",Noviembre 2024 (Mensual)
15,México,3151080,Cuautitlán,F,Restaurante Metate Negro,Alimentos y Bebidas,"$1,000 - 2,000",Noviembre 2024 (Mensual)
15,México,3151080,Cuautitlán,M,Restaurante Metate Negro,Alimentos y Bebidas,"$1,000 - 2,000",Noviembre 2024 (Mensual)
15,México,3150140,Del Sol,M,REFACCIONARIAS CALIFORNIA,Seguridad e Higiene y Protección Civil,"$4,001 - 6,000",junio 2024 (mensual)
15,México,3150140,Del Sol,M,CONSTRUCTORA LANC,Construcción,"$6,001 - 8,000",Septiembre 2024 (mensual)
15,México,3150140,Del Sol,M,CONSTRUCTORA LANC,Construcción,"$6,001 - 8,000",Septiembre 2024 (mensual)
15,México,3150140,Del Sol,M,CONSTRUCTORA LANC,Construcción,"$6,001 - 8,000",Septiembre 2024 (mensual)
15,México,3150140,Del Sol,M,LLANTERA 7 LEGUAS,Mecatrónica,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3150140,Del Sol,F,ELEVADORES EUROMEX,Construcción,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3150140,Del Sol,M,SISTEMAS INTEGRALES PARA EL TRANSPORTE,Mecatrónica,"$8,001 - 10,000",Noviembre 2024 (Mensual)
15,México,3150140,Del Sol,M,SISTEMAS INTEGRALES PARA EL TRANSPORTE,Mecatrónica,"$8,001 - 10,000",Noviembre 2024 (Mensual)
15,México,3150140,Del Sol,F,PROYECTOS AMBIENTALES,Seguridad e Higiene y Protección Civil,"$6,001 - 8,000",Noviembre 2024 (Mensual)
15,México,3151920,Ecatepec I,M,Empresas Coriat S.A. de C.V.,Mecatrónica,"$6,001 - 8,000",Enero 2024 (Mensual)
15,México,3151920,Ecatepec I,F,Empresas Coriat SA de C.V.,Productividad Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3151920,Ecatepec I,M,Empresas Coriat SA de C.V.,Productividad Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3151920,Ecatepec I,M,Empresas Coriat S.A. de C.V.,Productividad Industrial,"$6,001 - 8,000",Enero 2024 (Mensual)
15,México,3151920,Ecatepec I,M,Carlos Ivan Puttzis Muleiro,Electromecánica Industrial,"$8,001 - 10,000",junio 2024 (mensual)
15,México,3151920,Ecatepec I,M,Empresas Coriat SA de C.V.,Informática,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3151920,Ecatepec I,F,Empresas Coriat S.A. de C.V.,Informática,"$6,001 - 8,000",Enero 2024 (Mensual)
15,México,3151920,Ecatepec I,M,Tapas de Linea S.A. de C.V.,Productividad Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3151920,Ecatepec I,F,Empresas Coriat S.A. de C.V.,Productividad Industrial,"$6,001 - 8,000",Enero 2024 (Mensual)
15,México,3151920,Ecatepec I,M,Empresas Coriat SA de C.V.,Productividad Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3151920,Ecatepec I,F,Empresas Coriat S.A. de C.V.,Asistente Directivo,"$6,001 - 8,000",Marzo 2024 (Mensual)
15,México,3151920,Ecatepec I,F,Empresas Coriat SA de C.V.,Productividad Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3151920,Ecatepec I,M,Empresas Coriat S.A. de C.V.,Productividad Industrial,"$6,001 - 8,000",Enero 2024 (Mensual)
15,México,3151920,Ecatepec I,M,Carlos Ivan Puttzis Muleiro,Electromecánica Industrial,"$8,001 - 10,000",junio 2024 (mensual)
15,México,3151920,Ecatepec I,M,Empresas Coriat SA de C.V.,Productividad Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3151920,Ecatepec I,F,Servicios Médicos Especializados en Urología,Asistente Directivo,"$15,001 - 20,000",Abril 2024 (Mensual)
15,México,3151920,Ecatepec I,M,Moldes y Maquilas de Plástico CCOMSA S.A. DE C.V.,Mecatrónica,"$6,001 - 8,000",Agosto 2024 (mensual)
15,México,3151920,Ecatepec I,M,Carlos Ivan Puttzis Muleiro,Electromecánica Industrial,"$8,001 - 10,000",Agosto 2024 (mensual)
15,México,3151920,Ecatepec I,F,Negocio Familiar,Informática,"$1,000 - 2,000",Agosto 2024 (mensual)
15,México,3151920,Ecatepec I,M,Ingenieria en Mantenimiento,Mecatrónica,"$6,001 - 8,000",Agosto 2024 (mensual)
15,México,3151920,Ecatepec I,M,Ingenieria en Mantenimiento,Mecatrónica,"$6,001 - 8,000",Agosto 2024 (mensual)
15,México,3151920,Ecatepec I,M,Karla Paola reyes Lozano,Informática,"$4,001 - 6,000",Agosto 2024 (mensual)
15,México,3151920,Ecatepec I,M,Equipos y Servicios YAMASTHA S.A. de C.V.,Mecatrónica,"$8,001 - 10,000",Agosto 2024 (mensual)
15,México,3151920,Ecatepec I,M,Moldes y Maquilas de Plástico CCOMSA S.A. DE C.V.,Mecatrónica,"$6,001 - 8,000",Septiembre 2024 (mensual)
15,México,3151920,Ecatepec I,M,Carlos Ivan Puttzis Muleiro,Electromecánica Industrial,"$8,001 - 10,000",Septiembre 2024 (mensual)
15,México,3151920,Ecatepec I,M,Ingenieria en Mantenimiento,Mecatrónica,"$6,001 - 8,000",Septiembre 2024 (mensual)
15,México,3151920,Ecatepec I,M,Ingenieria en Mantenimiento,Mecatrónica,"$6,001 - 8,000",Septiembre 2024 (mensual)
15,México,3151920,Ecatepec I,M,Karla Paola reyes Lozano,Informática,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3151920,Ecatepec I,M,Equipos y Servicios YAMASTHA S.A. de C.V.,Mecatrónica,"$8,001 - 10,000",Septiembre 2024 (mensual)
15,México,3151920,Ecatepec I,M,Empresas Coriat .S.A de C.V.,Productividad Industrial,"$8,001 - 10,000",Septiembre 2024 (mensual)
15,México,3151920,Ecatepec I,F,DISEÑO Y SOLUCION INTEGRAL SANTILLAN RAMIREZ S.A. DE C.V.,Asistente Directivo,"$6,001 - 8,000",Octubre 2024 (Mensual)
15,México,3151920,Ecatepec I,M,EMPRESAS CORIAT S.A. DE C.V.,Electromecánica Industrial,"$6,001 - 8,000",Octubre 2024 (Mensual)
15,México,3151920,Ecatepec I,M,EMPRESAS CORIAT S.A. DE C.V.,Electromecánica Industrial,"$6,001 - 8,000",Octubre 2024 (Mensual)
15,México,3151920,Ecatepec I,F,FRANCISCO JAVIER MEDINA RIVERA,Informática,"$4,001 - 6,000",Octubre 2024 (Mensual)
15,México,3152220,Ecatepec II,F,Fletes Monterrey,Informática,"$10,001 - 15,000",Enero 2024 (Mensual)
15,México,3152220,Ecatepec II,F,Toyota Santa Clara S.A De C.V,Administración,"$10,001 - 15,000",junio 2024 (mensual)
15,México,3152220,Ecatepec II,M,APEX,Informática,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3152220,Ecatepec II,F,APEX,Informática,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3152220,Ecatepec II,F,MAPE+TZIN S.A DE C.V,Contabilidad,"$6,001 - 8,000",Marzo 2024 (Mensual)
15,México,3152220,Ecatepec II,F,Fuerza Automotriz Genesis,Administración,"$6,001 - 8,000",Octubre 2024 (Mensual)
15,México,3152220,Ecatepec II,M,Refaccionaria Celinor,Contabilidad,"$6,001 - 8,000",Noviembre 2024 (Mensual)
15,México,3152230,Ecatepec III,M,"AUTOTRANSPORTES DEPORMEX, S.A. DE C.V.",Contabilidad,"$4,001 - 6,000",Febrero 2024 (Mensual)
15,México,3152230,Ecatepec III,M,JMC ALTA MECANICA,Autotrónica,"$4,001 - 6,000",junio 2024 (mensual)
15,México,3152230,Ecatepec III,F,AUTOTRANSPORTES DEPOTMEX S.A. DE C.V.,Contabilidad,"$4,001 - 6,000",Febrero 2024 (Mensual)
15,México,3152230,Ecatepec III,M,JMC ALTA MECANICA,Autotrónica,"$4,001 - 6,000",junio 2024 (mensual)
15,México,3152230,Ecatepec III,M,KAIROS ELOHIM S.A. DE C.V.,Autotrónica,"$4,001 - 6,000",junio 2024 (mensual)
15,México,3152230,Ecatepec III,M,"AUTOTRANSPORTES DEPOTMEX, S.A. DE C.V.",Contabilidad,"$4,001 - 6,000",Febrero 2024 (Mensual)
15,México,3152230,Ecatepec III,F,"Diseño Artistico y Ensamble  S,A de C.V",Contabilidad,"$8,001 - 10,000",Mayo 2024 (mensual)
15,México,3152230,Ecatepec III,M,GRUPO JUMEX,Autotrónica,"$15,001 - 20,000",junio 2024 (mensual)
15,México,3152230,Ecatepec III,F,PROQUINAT,Contabilidad,"$4,001 - 6,000",junio 2024 (mensual)
15,México,3152230,Ecatepec III,M,KAIROS ELOHIM S.A. DE C.V.,Autotrónica,"$4,001 - 6,000",junio 2024 (mensual)
15,México,3152230,Ecatepec III,M,DESPACHO CRUZ,Contabilidad,"$4,001 - 6,000",Julio 2024 (mensual)
15,México,3152230,Ecatepec III,F,CONSULTOORES Y ASESOPES,Contabilidad,"$2,001 - 4,000",Julio 2024 (mensual)
15,México,3152230,Ecatepec III,M,TELECOMUNICACIONES ELECTRONICOS,Máquinas Herramienta,"$4,001 - 6,000",Julio 2024 (mensual)
15,México,3152230,Ecatepec III,M,GRUPO EMPRESARI8AL,Máquinas Herramienta,"$4,001 - 6,000",Julio 2024 (mensual)
15,México,3152230,Ecatepec III,M,TALLER CARTS  C.V.,Autotrónica,"$4,001 - 6,000",Julio 2024 (mensual)
15,México,3152230,Ecatepec III,F,ING. MECANICA AUTOMOTRIZ,Autotrónica,"$4,001 - 6,000",Julio 2024 (mensual)
15,México,3152230,Ecatepec III,F,0,Contabilidad,"$1,000 - 2,000",Agosto 2024 (mensual)
15,México,3152230,Ecatepec III,M,0,Automotriz,"$1,000 - 2,000",Agosto 2024 (mensual)
15,México,3152230,Ecatepec III,M,0,Máquinas Herramienta,"$2,001 - 4,000",Agosto 2024 (mensual)
15,México,3152230,Ecatepec III,M,ECATEPEC AUTOMOTRIZ SA DE CV,Autotrónica,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3152230,Ecatepec III,F,CARTONES Y ENVASES SA DE CV,Contabilidad,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3152230,Ecatepec III,F,ASESORES EMPRESARIALES CAESA,Contabilidad,"$4,001 - 6,000",Noviembre 2024 (Mensual)
15,México,3152230,Ecatepec III,M,AUTO SERVICIO ASTURIANO,Autotrónica,"$4,001 - 6,000",Noviembre 2024 (Mensual)
15,México,3152230,Ecatepec III,M,SERVICIO Y MANTENIMIENTO INDUSTRIAL,Máquinas Herramienta,"$4,001 - 6,000",Noviembre 2024 (Mensual)
15,México,3152230,Ecatepec III,M,Empaques Plegadizos Modernos S.A. de C.V.,Máquinas Herramienta,"$4,001 - 6,000",Diciembre 2024 (Mensual)
15,México,3152230,Ecatepec III,M,JMC Alta Mecánica,Autotrónica,"$4,001 - 6,000",Diciembre 2024 (Mensual)
15,México,3152230,Ecatepec III,M,JMC Alta Mecánica,Autotrónica,"$4,001 - 6,000",Diciembre 2024 (Mensual)
15,México,3150080,El Oro,F,TIENDA DE ROPA,Informática,"$4,001 - 6,000",Mayo 2024 (mensual)
15,México,3150080,El Oro,M,SERVICIO SANCHEZ,Autotrónica,"$6,001 - 8,000",Marzo 2024 (Mensual)
15,México,3150080,El Oro,F,SALON DE MANICURE,Informática,"$10,001 - 15,000",Abril 2024 (Mensual)
15,México,3150080,El Oro,M,VIDRIOS Y ALUMINIOS SANCHEZ,Contabilidad,"$8,001 - 10,000",Abril 2024 (Mensual)
15,México,3150080,El Oro,M,TALLER DE CARPINTERIA,Informática,"$6,001 - 8,000",Febrero 2024 (Mensual)
15,México,3150080,El Oro,F,MANICURISTA,Contabilidad,"$6,001 - 8,000",Mayo 2024 (mensual)
15,México,3150080,El Oro,F,NUEVA IMAGEN,Informática,"$4,001 - 6,000",junio 2024 (mensual)
15,México,3150080,El Oro,F,GRUPO INDI,Informática,"$6,001 - 8,000",junio 2024 (mensual)
15,México,3150080,El Oro,F,INIX,Contabilidad,"$6,001 - 8,000",Abril 2024 (Mensual)
15,México,3150080,El Oro,M,PROTERMO ATLACOMULCO,Autotrónica,"$8,001 - 10,000",junio 2024 (mensual)
15,México,3150080,El Oro,M,Canter-Tlalpuhahua,Autotrónica,"$4,001 - 6,000",Agosto 2024 (mensual)
15,México,3150080,El Oro,M,Taller mecanico San Juaquin,Autotrónica,"$6,001 - 8,000",Agosto 2024 (mensual)
15,México,3150080,El Oro,M,Fonda de comida,Autotrónica,"$4,001 - 6,000",Agosto 2024 (mensual)
15,México,3150080,El Oro,F,DULCERIA,Informática,"$4,001 - 6,000",Septiembre 2024 (mensual)
15,México,3150080,El Oro,M,ESKAPARATE AUTOMOTRIZ,Autotrónica,"$6,001 - 8,000",Septiembre 2024 (mensual)
15,México,3150080,El Oro,F,EN UN LOCAL ROPA,Contabilidad,"$4,001 - 6,000",Octubre 2024 (Mensual)
15,México,3150080,El Oro,M,Grupo Herradura Occidente,Informática,"$6,001 - 8,000",Octubre 2024 (Mensual)
15,México,3150080,El Oro,M,Tejidos kirry marketing digital,Informática,"$4,001 - 6,000",Octubre 2024 (Mensual)
15,México,3150080,El Oro,M,Tejidos kirry marketing digital,Informática,"$4,001 - 6,000",Noviembre 2024 (Mensual)
15,México,3150080,El Oro,F,PANADERIA,Informática,"$4,001 - 6,000",Noviembre 2024 (Mensual)
15,México,3150080,El Oro,F,NEGOCIO DE ROPA,Informática,"$4,001 - 6,000",Noviembre 2024 (Mensual)
15,México,3150080,El Oro,F,FERIA DE LA ESFERA,Informática,"$6,001 - 8,000",Noviembre 2024 (Mensual)
15,México,3150080,El Oro,F,TORTILLERIA,Contabilidad,"$6,001 - 8,000",Noviembre 2024 (Mensual)
15,México,3150080,El Oro,M,TALLER MECANICO,Autotrónica,"$6,001 - 8,000",Noviembre 2024 (Mensual)
15,México,3150080,El Oro,M,TALLER MECANICO,Autotrónica,"$6,001 - 8,000",Diciembre 2024 (Mensual)
15,México,3150080,El Oro,F,TIENDA DE ROPA,Informática,"$6,001 - 8,000",Diciembre 2024 (Mensual)
15,México,3151250,El Zarco,M,COMERCIAL MEXICANA,Alimentos y Bebidas,"$8,001 - 10,000",Abril 2024 (Mensual)
15,México,3151250,El Zarco,M,CABAÑA LA MARQUESA,Alimentos y Bebidas,"$4,001 - 6,000",Marzo 2024 (Mensual)
15,México,3151250,El Zarco,M,RESTAURANT PIC NIC,Alimentos y Bebidas,"Más de 20,001",Mayo 2024 (mensual)
15,México,3151250,El Zarco,F,WINGS,Alimentos y Bebidas,"$6,001 - 8,000",junio 2024 (mensual)
15,México,3151250,El Zarco,F,JW MARRIOTT,Alimentos y Bebidas,"$8,001 - 10,000",Abril 2024 (Mensual)
15,México,3151250,El Zarco,F,JW MARRIOTT,Alimentos y Bebidas,"$8,001 - 10,000",Abril 2024 (Mensual)
15,México,3151250,El Zarco,M,RFESTAURANTE ONOMIRA,Alimentos y Bebidas,"$4,001 - 6,000",Marzo 2024 (Mensual)
15,México,3151250,El Zarco,M,SEGA CAFE,Alimentos y Bebidas,"$4,001 - 6,000",Mayo 2024 (mensual)
15,México,3151250,El Zarco,F,SALWORF,Alimentos y Bebidas,"$6,001 - 8,000",junio 2024 (mensual)
15,México,3151250,El Zarco,M,PASTELERÍA CUAJIMALPA,Hospitalidad Turística,"$2,001 - 4,000",Marzo 2024 (Mensual)
15,México,3151250,El Zarco,M,MUDANZAS,Alimentos y Bebidas,"$6,001 - 8,000",Mayo 2024 (mensual)
15,México,3151250,El Zarco,F,RESTAURANTE ARGENTINO,Alimentos y Bebidas,"$15,001 - 20,000",Abril 2024 (Mensual)
15,México,3151250,El Zarco,F,TIENDA DE ABARROTES,Producción y Transformación de Productos Acuícolas,"$2,001 - 4,000",Febrero 2024 (Mensual)
15,México,3151250,El Zarco,F,SAGARPA,Producción y Transformación de Productos Acuícolas,"$4,001 - 6,000",Febrero 2024 (Mensual)
15,México,3151250,El Zarco,M,RESTAURANTE TU CASA,Alimentos y Bebidas,"$10,001 - 15,000",junio 2024 (mensual)
15,México,3151250,El Zarco,M,HERRERIA,Producción y Transformación de Productos Acuícolas,"$8,001 - 10,000",junio 2024 (mensual)
15,México,3151250,El Zarco,F,LA CASA DE LA CREMA,Alimentos y Bebidas,"$4,001 - 6,000",junio 2024 (mensual)
15,México,3151250,El Zarco,M,EFIGENTE RECICLADORA,Alimentos y Bebidas,"$10,001 - 15,000",Mayo 2024 (mensual)
15,México,3151250,El Zarco,F,HILTON SAMARA,Alimentos y Bebidas,"$8,001 - 10,000",Julio 2024 (mensual)
15,México,3151250,El Zarco,F,TIENDA DE ROPA,Alimentos y Bebidas,"$6,001 - 8,000",Julio 2024 (mensual)
15,México,3151250,El Zarco,F,MC DONALDS,Alimentos y Bebidas,"$8,001 - 10,000",Julio 2024 (mensual)
15,México,3151250,El Zarco,M,CLUB BOSQUES,Alimentos y Bebidas,"$6,001 - 8,000",Julio 2024 (mensual)
15,México,3151250,El Zarco,M,RESTAURANTE AZADERO,Alimentos y Bebidas,"$10,001 - 15,000",Julio 2024 (mensual)
15,México,3151250,El Zarco,F,PANADERIA,Alimentos y Bebidas,"$6,001 - 8,000",Agosto 2024 (mensual)
15,México,3151250,El Zarco,M,ALCALDIA ALVARO OBREGON,Alimentos y Bebidas,"$6,001 - 8,000",Agosto 2024 (mensual)
15,México,3151250,El Zarco,F,PASTELERIA,Alimentos y Bebidas,"$6,001 - 8,000",Agosto 2024 (mensual)
15,México,3151250,El Zarco,M,RESTAURANT,Alimentos y Bebidas,"$6,001 - 8,000",Agosto 2024 (mensual)
15,México,3151250,El Zarco,M,EL BAJIO PALMAS,Alimentos y Bebidas,"$10,001 - 15,000",Septiembre 2024 (mensual)
15,México,3151250,El Zarco,M,HILYON SAMARA,Alimentos y Bebidas,"$6,001 - 8,000",Septiembre 2024 (mensual)
15,México,3151250,El Zarco,M,PRIVADA,Producción y Transformación de Productos Acuícolas,"$6,001 - 8,000",Octubre 2024 (Mensual)
15,México,3151250,El Zarco,F,"RESTAURANTE """"CABAÑA LA LUPITA""""",Hospitalidad Turística,"$6,001 - 8,000",Octubre 2024 (Mensual)
15,México,3151250,El Zarco,F,COSTURA,Hospitalidad Turística,"$10,001 - 15,000",Octubre 2024 (Mensual)
15,México,3151250,El Zarco,M,RESTAURANTE LOCAL LOCAL,Hospitalidad Turística,"$6,001 - 8,000",Octubre 2024 (Mensual)
