sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
239707,https://sofifa.com/player/239707/bruno-felipe-souza-da-silva/210002,Bruno Felipe,Bruno Felipe Souza Da Silva,26,1994-05-26,180,75,Brazil,Olympiacos CFP,Greek Super League,1,68,69,1100000,500,"LM, RM",Left,1,3,2,Medium/Low,Normal,No,2400000,,SUB,18,,2019-07-03,2022,,,78,62,63,70,27,54,,,,,,,,65,61,48,65,58,72,46,44,62,70,79,77,68,58,75,69,44,62,55,60,42,21,66,65,59,60,,19,25,14,12,6,7,6,64+2,64+2,64+2,68+0,67+0,67+0,67+0,68+0,67+2,67+2,67+2,67+2,60+2,60+2,60+2,67+2,51+2,47+2,47+2,47+2,51+2,47+2,38+2,38+2,38+2,47+2
241050,https://sofifa.com/player/241050/alexander-meyer/210002,A. Meyer,Alexander Meyer,29,1991-04-13,195,90,Germany,SSV Jahn Regensburg,German 2. Bundesliga,2,68,69,725000,5000,GK,Right,1,3,1,Medium/Medium,Normal,No,1200000,,GK,1,,2019-07-01,2021,,,,,,,,,70,65,69,69,26,63,Comes For Crosses,13,8,11,31,6,17,12,10,29,19,24,27,22,64,29,52,40,19,68,9,22,8,7,36,12,37,,10,9,70,65,69,63,69,25+2,25+2,25+2,22+0,24+0,24+0,24+0,22+0,25+2,25+2,25+2,23+2,26+2,26+2,26+2,23+2,21+2,25+2,25+2,25+2,21+2,20+2,23+2,23+2,23+2,20+2
241731,https://sofifa.com/player/241731/yoel-barcenas/210002,Y. Bárcenas,Edgar Yoel Bárcenas Herrera,26,1993-10-23,175,75,Panama,Club Tijuana,Mexican Liga MX,1,68,69,1100000,9000,"LM, RM",Right,1,4,3,Medium/Low,Normal,No,2000000,,SUB,8,,2018-07-01,2021,,,78,66,64,68,36,60,,,,,,,Technical Dribbler (AI),67,68,40,63,50,66,71,70,60,65,80,77,82,65,73,65,56,78,61,68,36,32,68,60,55,59,,36,38,8,13,12,14,14,64+2,64+2,64+2,68+0,66+0,66+0,66+0,68+0,66+2,66+2,66+2,67+2,61+2,61+2,61+2,67+2,56+2,51+2,51+2,51+2,56+2,53+2,44+2,44+2,44+2,53+2
242995,https://sofifa.com/player/242995/joseph-mora/210002,J. Mora,Joseph Martín Mora Cortéz,27,1993-01-15,176,60,Costa Rica,DC United,USA Major League Soccer,1,68,69,900000,3000,"LB, LWB",Left,1,2,3,Medium/Medium,Normal,Yes,1400000,,LCB,28,,2018-03-07,2020,,,78,47,56,66,64,62,,,,,,,,63,44,51,61,39,64,50,39,49,63,78,78,76,65,77,59,67,73,54,42,69,62,53,51,44,59,,68,64,15,13,14,6,11,57+2,57+2,57+2,61+0,59+0,59+0,59+0,61+0,59+2,59+2,59+2,62+2,58+2,58+2,58+2,62+2,66+2,62+2,62+2,62+2,66+2,66+2,63+2,63+2,63+2,66+2
245148,https://sofifa.com/player/245148/maximiliano-comba/210002,M. Comba,Maximiliano Gabriel Comba,26,1994-01-16,170,68,Argentina,Gimnasia y Esgrima La Plata,Argentina Primera División,1,68,69,1100000,7000,"RM, LM, CM",Right,1,3,3,Medium/Medium,Normal,No,1700000,,RM,30,,2018-08-03,2022,,,61,68,65,68,33,55,,,,,,,,66,74,66,65,57,68,63,55,63,69,63,60,65,66,63,62,62,67,57,66,31,29,69,68,64,65,,26,30,9,6,8,13,13,67+2,67+2,67+2,67+0,67+0,67+0,67+0,67+0,67+2,67+2,67+2,67+2,63+2,63+2,63+2,67+2,52+2,49+2,49+2,49+2,52+2,49+2,43+2,43+2,43+2,49+2
248775,https://sofifa.com/player/248775/ugo-bonnet/210002,U. Bonnet,Ugo Bonnet,26,1993-09-17,181,73,France,Rodez Aveyron Football,French Ligue 2,2,68,69,1100000,3000,ST,Right,1,3,3,High/High,Lean,No,2000000,,RS,11,,2014-07-01,2023,,,72,68,51,67,29,69,,,,,,,,37,71,64,63,61,68,37,42,38,65,69,74,68,64,66,66,74,74,72,62,53,26,72,60,68,63,,23,21,11,10,10,12,8,68+1,68+1,68+1,64+0,67+0,67+0,67+0,64+0,65+2,65+2,65+2,63+2,58+2,58+2,58+2,63+2,48+2,46+2,46+2,46+2,48+2,45+2,43+2,43+2,43+2,45+2
250797,https://sofifa.com/player/250797/pedro-ortiz/210002,P. Ortiz,Pedro Alfredo Ortíz Angulo,30,1990-02-19,187,80,Ecuador,Emelec,Ecuadorian Serie A,1,68,69,700000,500,GK,Right,1,2,1,Medium/Medium,Normal,No,1600000,,GK,12,,2020-01-01,2024,,,,,,,,,72,64,68,70,25,69,,10,8,12,19,5,9,12,12,17,14,28,23,31,57,33,51,83,20,85,6,17,14,5,64,10,35,,11,10,72,64,68,69,70,23+2,23+2,23+2,20+0,22+0,22+0,22+0,20+0,24+2,24+2,24+2,21+2,24+2,24+2,24+2,21+2,18+2,22+2,22+2,22+2,18+2,18+2,24+2,24+2,24+2,18+2
36111,https://sofifa.com/player/36111/kyle-beckerman/210002,K. Beckerman,Kyle Beckerman,38,1982-04-23,177,70,United States,Real Salt Lake,USA Major League Soccer,1,68,68,190000,2000,"CDM, CM",Right,1,4,3,Medium/High,Normal,Yes,276000,,SUB,5,,2007-07-16,2020,,,33,60,62,64,66,67,,,,,,,"Solid Player, Team Player",45,52,59,71,59,61,62,58,68,70,32,33,59,65,67,73,55,58,69,63,75,68,57,61,69,70,,65,59,9,15,13,11,11,59+2,59+2,59+2,57+0,60+0,60+0,60+0,57+0,62+2,62+2,62+2,58+2,65+2,65+2,65+2,58+2,60+2,67+1,67+1,67+1,60+2,59+2,66+2,66+2,66+2,59+2
102064,https://sofifa.com/player/102064/claudio-terzi/210002,C. Terzi,Claudio Terzi,36,1984-06-19,180,69,Italy,Spezia,Italian Serie A,1,68,68,180000,10000,CB,Right,1,3,2,Medium/High,Lean,No,324000,,SUB,19,,2015-08-13,2020,,,47,41,45,50,70,72,,,,,,,,43,29,69,50,42,44,40,28,52,56,42,51,47,66,73,59,81,67,72,48,75,69,26,39,61,67,,70,69,13,11,10,12,8,48+2,48+2,48+2,45+0,46+0,46+0,46+0,45+0,46+2,46+2,46+2,47+2,52+2,52+2,52+2,47+2,59+2,62+2,62+2,62+2,59+2,62+2,68+0,68+0,68+0,62+2
104442,https://sofifa.com/player/104442/chris-burke/210002,C. Burke,Christopher Robert Burke,36,1983-12-02,175,68,Scotland,Kilmarnock,Scottish Premiership,1,68,68,300000,3000,"RM, RW",Right,1,4,3,High/Medium,Normal,No,525000,,RW,29,,2017-07-18,2021,,,69,65,64,71,39,65,,,,,,,"Solid Player, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",70,64,35,63,58,70,67,62,58,69,71,68,78,68,77,68,69,72,66,66,54,29,65,64,67,69,,33,32,10,8,11,11,10,63+2,63+2,63+2,68+0,66+0,66+0,66+0,68+0,66+2,66+2,66+2,67+1,62+2,62+2,62+2,67+1,56+2,53+2,53+2,53+2,56+2,52+2,47+2,47+2,47+2,52+2
125995,https://sofifa.com/player/125995/umut-bulut/210002,U. Bulut,Umut Bulut,37,1983-03-15,184,75,Turkey,Yeni Malatyaspor,Turkish Süper Lig,1,68,68,325000,5000,"ST, LM",Right,1,3,3,Medium/Medium,Normal,No,650000,,ST,9,,2020-01-08,2021,,,49,71,56,58,41,68,,,,,,,"Power Header, Team Player",58,70,75,57,60,61,51,49,51,60,43,54,34,70,42,75,63,66,71,70,64,38,77,59,68,68,,35,34,9,16,13,11,9,68+0,68+0,68+0,61+0,64+0,64+0,64+0,61+0,61+2,61+2,61+2,61+2,59+2,59+2,59+2,61+2,51+2,51+2,51+2,51+2,51+2,50+2,51+2,51+2,51+2,50+2
136686,https://sofifa.com/player/136686/young-kwang-kim/210002,Kim Young Kwang,김영광 Young Kwang Kim,37,1983-06-28,184,86,Korea Republic,Seongnam FC,Korean K League Classic,1,68,68,90000,1000,GK,Right,2,3,1,Medium/Medium,Normal,No,113000,,GK,41,,2020-04-02,2023,,,,,,,,,62,71,60,68,56,68,"Rushes Out Of Goal, Comes For Crosses",13,15,15,39,16,11,18,13,34,16,56,56,27,65,51,45,67,30,60,15,33,26,11,66,23,63,,13,17,62,71,60,68,68,28+2,28+2,28+2,28+0,30+0,30+0,30+0,28+0,33+2,33+2,33+2,31+2,33+2,33+2,33+2,31+2,28+2,31+2,31+2,31+2,28+2,28+2,28+2,28+2,28+2,28+2
140196,https://sofifa.com/player/140196/yasuhito-endo/210002,Y. Endo,远藤 保仁,40,1980-01-28,178,75,Japan,Gamba Osaka,Japanese J. League Division 1,1,68,68,0,4000,"CM, CDM, CAM",Right,3,3,3,High/Medium,Normal,Yes,,,SUB,7,,2001-01-02,2021,,,30,65,75,66,65,63,,,,,,,"Playmaker (AI), Team Player",76,60,60,73,63,66,81,85,71,70,30,30,61,62,64,70,31,52,73,66,58,67,68,75,82,82,,65,63,15,9,15,14,7,62+3,62+3,62+3,63+0,64+0,64+0,64+0,63+0,66+2,66+2,66+2,63+3,68+0,68+0,68+0,63+3,63+3,67+1,67+1,67+1,63+3,61+3,64+3,64+3,64+3,61+3
141111,https://sofifa.com/player/141111/zlatko-dedic/210002,Z. Dedič,Zlatko Dedič,35,1984-10-05,183,77,Slovenia,WSG Tirol,Austrian Football Bundesliga,1,68,68,400000,4000,ST,Right,2,4,3,High/High,Normal,No,580000,,LS,22,,2019-07-01,2021,,,68,72,58,67,35,71,,,,,,,"Team Player, Chip Shot (AI)",52,74,57,60,69,66,62,61,54,68,72,65,70,61,66,75,69,70,71,67,71,33,72,63,72,73,,32,30,16,15,9,16,9,68+0,68+0,68+0,66+0,67+0,67+0,67+0,66+0,66+2,66+2,66+2,65+2,60+2,60+2,60+2,65+2,51+2,51+2,51+2,51+2,51+2,49+2,47+2,47+2,47+2,49+2
142942,https://sofifa.com/player/142942/javier-gandolfi/210002,J. Gandolfi,Javier Marcelo Gandolfi,39,1980-12-05,176,80,Argentina,Club Atlético Talleres,Argentina Primera División,1,68,68,120000,4000,CB,Right,1,2,2,Low/Medium,Stocky,No,180000,,SUB,3,,2016-07-01,2020,,,39,44,62,52,66,69,,,,,,,Team Player,44,34,69,71,50,45,57,63,67,60,47,33,61,63,51,67,77,34,81,40,79,70,29,63,60,72,,65,65,12,15,12,16,13,51+2,51+2,51+2,49+0,50+0,50+0,50+0,49+0,54+2,54+2,54+2,50+2,58+2,58+2,58+2,50+2,56+2,65+2,65+2,65+2,56+2,58+2,68+0,68+0,68+0,58+2
148696,https://sofifa.com/player/148696/espen-ruud/210002,E. Ruud,Espen Ruud,36,1984-02-26,182,76,Norway,Odds BK,Norwegian Eliteserien,1,68,68,160000,2000,RB,Right,1,3,2,High/Medium,Normal,No,200000,,RB,2,,2014-12-15,2021,,,56,64,70,65,65,72,,,,,,,"Power Free-Kick, Solid Player",73,58,63,70,58,62,80,74,68,68,60,52,70,73,64,79,74,70,72,67,72,66,60,67,62,68,,65,65,12,13,12,10,15,65+2,65+2,65+2,65+0,65+0,65+0,65+0,65+0,66+2,66+2,66+2,65+2,67+1,67+1,67+1,65+2,67+1,68+0,68+0,68+0,67+1,66+2,67+1,67+1,67+1,66+2
150106,https://sofifa.com/player/150106/avraam-papadopoulos/210002,A. Papadopoulos,Avraam Papadopoulos,35,1984-12-03,184,79,Greece,Olympiacos CFP,Greek Super League,1,68,68,275000,500,CB,Right,2,3,2,Low/High,Normal,No,578000,,RES,34,,2019-01-28,2024,,,48,52,56,56,67,72,,,,,,,"Dives Into Tackles (AI), Leadership, Team Player",49,45,66,65,46,54,52,60,62,58,47,49,59,63,53,63,73,56,78,60,77,64,37,42,69,62,,70,66,6,9,13,15,14,55+2,55+2,55+2,52+0,53+0,53+0,53+0,52+0,53+2,53+2,53+2,53+2,57+2,57+2,57+2,53+2,60+2,64+2,64+2,64+2,60+2,61+2,68+0,68+0,68+0,61+2
150659,https://sofifa.com/player/150659/vincent-demarconnay/210002,V. Demarconnay,Vincent Demarconnay,37,1983-04-05,180,73,France,Paris FC,French Ligue 2,2,68,68,90000,2000,GK,Right,1,3,1,Medium/Medium,Normal,No,158000,,GK,1,,2008-07-01,2021,,,,,,,,,67,65,69,65,45,72,"Solid Player, Leadership, Team Player",14,12,20,41,17,15,12,8,35,23,36,52,45,66,45,52,60,27,70,9,28,21,7,25,21,61,,16,20,67,65,69,72,65,29+2,29+2,29+2,26+0,27+0,27+0,27+0,26+0,28+2,28+2,28+2,28+2,29+2,29+2,29+2,28+2,28+2,31+2,31+2,31+2,28+2,28+2,30+2,30+2,30+2,28+2
155524,https://sofifa.com/player/155524/richard-stearman/210002,R. Stearman,Richard Stearman,32,1987-08-19,191,76,England,Huddersfield Town,English League Championship,2,68,68,575000,11000,CB,Right,1,2,2,Medium/Medium,Lean,No,1100000,,LCB,12,,2020-01-10,2021,,,39,36,47,45,68,70,,,,,,,Team Player,34,33,70,64,30,34,32,33,48,57,33,44,50,66,48,50,74,52,77,32,75,67,28,36,37,51,,68,65,9,10,11,16,6,47+2,47+2,47+2,43+0,44+0,44+0,44+0,43+0,45+2,45+2,45+2,44+2,51+2,51+2,51+2,44+2,56+2,63+2,63+2,63+2,56+2,59+2,68+0,68+0,68+0,59+2
156675,https://sofifa.com/player/156675/andrew-considine/210002,A. Considine,Andrew Considine,33,1987-04-01,183,75,Scotland,Aberdeen,Scottish Premiership,1,68,68,425000,4000,"CB, LB",Left,1,3,2,High/High,Normal,No,744000,,LCB,4,,2004-07-01,2021,,,46,22,55,59,67,78,,,,,,,"Long Throw-in, Solid Player, Power Header, Team Player",62,15,70,62,30,60,34,52,57,60,36,55,50,56,66,42,85,76,82,13,67,64,25,39,38,60,,68,67,8,15,12,11,10,44+2,44+2,44+2,47+0,45+0,45+0,45+0,47+0,47+2,47+2,47+2,52+2,54+2,54+2,54+2,52+2,63+2,64+2,64+2,64+2,63+2,63+2,68+0,68+0,68+0,63+2
157305,https://sofifa.com/player/157305/rasmus-lindgren/210002,R. Lindgren,Rasmus Lindgren,35,1984-11-29,180,69,Sweden,BK Häcken,Swedish Allsvenskan,1,68,68,275000,2000,CB,Right,1,4,2,Medium/Medium,Normal,No,344000,,LCB,21,,2016-07-19,2021,,,38,61,64,62,69,71,,,,,,,"Leadership, Long Passer (AI), Team Player",65,53,65,66,69,58,68,74,63,66,43,34,62,72,71,68,43,69,73,69,73,70,52,58,68,69,,71,68,7,11,7,16,8,60+2,60+2,60+2,58+0,59+0,59+0,59+0,58+0,60+2,60+2,60+2,59+2,64+2,64+2,64+2,59+2,65+2,68+0,68+0,68+0,65+2,65+2,68+0,68+0,68+0,65+2
157703,https://sofifa.com/player/157703/uwe-hunemeier/210002,U. Hünemeier,Uwe Hünemeier,34,1986-01-09,189,85,Germany,SC Paderborn 07,German 2. Bundesliga,2,68,68,325000,8000,CB,Right,1,4,2,Medium/Medium,Lean,Yes,520000,,SUB,2,,2018-07-01,2021,,,36,47,60,55,70,66,,,,,,,"Power Header, Team Player",47,40,66,65,55,50,69,72,60,61,34,38,53,68,56,65,71,49,74,40,68,68,40,57,63,65,,70,65,12,14,12,13,6,53+2,53+2,53+2,50+0,52+0,52+0,52+0,50+0,54+2,54+2,54+2,52+2,58+2,58+2,58+2,52+2,59+2,65+2,65+2,65+2,59+2,60+2,68+0,68+0,68+0,60+2
157707,https://sofifa.com/player/157707/besart-berisha/210002,B. Berisha,Besart Berisha,34,1985-07-29,183,80,Kosovo,Western United FC,Australian Hyundai A-League,1,68,68,475000,2000,ST,Right,1,4,3,High/Medium,Normal,No,594000,,LS,18,,2019-09-28,2020,,,54,67,58,63,30,78,,,,,,,,56,71,71,66,63,58,60,46,32,67,58,51,68,69,66,71,80,65,81,52,86,42,71,69,67,69,,15,12,15,16,15,7,11,68+0,68+0,68+0,63+0,65+0,65+0,65+0,63+0,64+2,64+2,64+2,62+2,58+2,58+2,58+2,62+2,48+2,49+2,49+2,49+2,48+2,45+2,47+2,47+2,47+2,45+2
158293,https://sofifa.com/player/158293/zhi-zheng/210002,Zheng Zhi,郑智,39,1980-08-20,180,75,China PR,Guangzhou Evergrande Taobao FC,Chinese Super League,1,68,68,130000,6000,"CDM, CM",Right,1,4,3,Medium/Medium,Normal,No,208000,,SUB,10,,2010-07-01,2020,,,38,64,67,66,68,61,,,,,,,"Leadership, Playmaker (AI), Outside Foot Shot, Team Player",61,60,66,70,64,65,64,65,66,72,45,33,57,65,67,68,53,32,66,66,86,71,63,71,68,72,,66,64,13,16,6,10,14,63+2,63+2,63+2,62+0,64+0,64+0,64+0,62+0,65+2,65+2,65+2,61+2,66+2,66+2,66+2,61+2,61+2,67+1,67+1,67+1,61+2,61+2,68+0,68+0,68+0,61+2
162875,https://sofifa.com/player/162875/ugur-ucar/210002,U. Uçar,Uğur Uçar,33,1987-04-05,180,70,Turkey,Medipol Başakşehir FK,Turkish Süper Lig,1,68,68,400000,13000,"RB, LB",Right,1,2,3,Low/High,Normal,No,760000,,SUB,2,,2014-07-11,2021,,,55,42,62,69,68,68,,,,,,,Team Player,64,37,54,69,41,72,56,51,61,64,58,52,64,71,67,52,71,62,70,34,70,68,62,53,62,64,,71,71,12,11,6,15,11,56+2,56+2,56+2,60+0,59+0,59+0,59+0,60+0,61+2,61+2,61+2,62+2,63+2,63+2,63+2,62+2,66+2,67+1,67+1,67+1,66+2,66+2,68+0,68+0,68+0,66+2
163616,https://sofifa.com/player/163616/jamie-young/210002,J. Young,Jamie Young,34,1985-08-25,180,83,England,Brisbane Roar,Australian Hyundai A-League,1,68,68,400000,2000,GK,Left,1,2,1,Medium/Medium,Stocky,No,500000,,GK,21,,2014-07-07,2021,,,,,,,,,66,66,63,70,47,64,"Cautious With Crosses, Saves with Feet",16,15,15,30,14,14,15,15,34,22,50,44,45,74,37,47,64,38,73,15,43,21,12,48,20,48,,19,11,66,66,63,64,70,30+2,30+2,30+2,28+0,30+0,30+0,30+0,28+0,31+2,31+2,31+2,30+2,32+2,32+2,32+2,30+2,28+2,32+2,32+2,32+2,28+2,28+2,30+2,30+2,30+2,28+2
164559,https://sofifa.com/player/164559/chris-wondolowski/210002,C. Wondolowski,Chris Elliott Wondolowski,37,1983-01-28,183,77,United States,San Jose Earthquakes,USA Major League Soccer,1,68,68,325000,3000,ST,Right,1,4,2,High/High,Lean,No,471000,,ST,8,,2009-01-01,2020,,,40,71,57,61,46,67,,,,,,,"Leadership, Finesse Shot, Power Header, Team Player, Chip Shot (AI)",54,75,70,61,70,61,60,52,46,62,37,42,52,80,56,71,62,73,64,60,67,46,83,61,71,73,,40,33,8,16,10,13,8,68+0,68+0,68+0,62+0,66+0,66+0,66+0,62+0,63+2,63+2,63+2,61+2,61+2,61+2,61+2,61+2,53+2,55+2,55+2,55+2,53+2,52+2,53+2,53+2,53+2,52+2
164766,https://sofifa.com/player/164766/lee-wallace/210002,L. Wallace,Lee Wallace,32,1987-08-01,185,75,Scotland,Queens Park Rangers,English League Championship,2,68,68,550000,4000,LB,Left,1,3,3,High/High,Normal,No,1000000,,SUB,3,,2019-07-01,2021,,,65,51,59,66,65,73,,,,,,,"Injury Prone, Team Player",63,50,59,65,37,64,55,33,57,70,64,66,68,64,68,58,80,75,76,47,62,67,59,55,58,69,,69,68,14,6,8,11,9,60+2,60+2,60+2,62+0,61+0,61+0,61+0,62+0,61+2,61+2,61+2,63+2,63+2,63+2,63+2,63+2,67+1,66+2,66+2,66+2,67+1,66+2,66+2,66+2,66+2,66+2
164858,https://sofifa.com/player/164858/tim-sparv/210002,T. Sparv,Tim Sparv,33,1987-02-20,194,84,Finland,,,,68,68,0,0,"CDM, CM",Left,1,2,2,Medium/Medium,Lean,No,,,,,,,,RCM,14,31,55,63,57,67,71,,,,,,,Injury Prone,59,48,66,67,39,52,60,58,64,66,30,32,48,71,52,68,31,67,75,64,75,68,60,62,42,70,,66,60,7,9,12,15,14,58+2,58+2,58+2,56+0,58+0,58+0,58+0,56+0,59+2,59+2,59+2,57+2,64+2,64+2,64+2,57+2,62+2,67+1,67+1,67+1,62+2,61+2,66+2,66+2,66+2,61+2
165321,https://sofifa.com/player/165321/stephen-ward/210002,S. Ward,Stephen Ward,34,1985-08-20,186,80,Republic of Ireland,Ipswich Town,English League One,3,68,68,325000,5000,LB,Left,2,3,3,Medium/Medium,Normal,No,569000,,LB,3,,2020-08-17,2021,,,54,59,65,65,69,71,,,,,,,"Leadership, Early Crosser, Long Passer (AI)",67,57,67,66,62,62,65,55,63,70,55,54,60,68,62,67,69,65,72,54,74,69,60,64,62,66,,69,67,6,16,13,11,16,63+2,63+2,63+2,62+0,63+0,63+0,63+0,62+0,63+2,63+2,63+2,63+2,65+2,65+2,65+2,63+2,66+2,68+0,68+0,68+0,66+2,66+2,69+,69+,69+,66+2
166097,https://sofifa.com/player/166097/fatih-ozturk/210002,F. Öztürk,Fatih Öztürk,33,1986-12-22,191,86,Turkey,Galatasaray SK,Turkish Süper Lig,1,68,68,475000,16000,GK,Right,1,2,1,Medium/Medium,Normal,No,903000,,SUB,99,,2020-08-15,2022,,,,,,,,,71,63,62,71,56,69,Rushes Out Of Goal,20,12,23,27,13,17,20,10,25,23,55,57,44,60,35,47,68,39,79,14,44,24,12,32,12,55,,23,19,71,63,62,69,71,30+2,30+2,30+2,28+0,28+0,28+0,28+0,28+0,28+2,28+2,28+2,29+2,27+2,27+2,27+2,29+2,30+2,31+2,31+2,31+2,30+2,31+2,34+2,34+2,34+2,31+2
166764,https://sofifa.com/player/166764/trevor-carson/210002,T. Carson,Trevor Carson,32,1988-03-05,185,85,Northern Ireland,Motherwell,Scottish Premiership,1,68,68,550000,3000,GK,Right,1,2,1,Medium/Medium,Normal,No,963000,,GK,1,,2017-07-01,2022,SUB,23,,,,,,,69,68,63,66,52,68,"Leadership, Comes For Crosses, Saves with Feet",18,17,12,13,15,16,12,19,13,18,55,50,56,62,67,47,65,43,68,14,37,17,18,60,23,50,,11,12,69,68,63,68,66,29+2,29+2,29+2,28+0,29+0,29+0,29+0,28+0,29+2,29+2,29+2,29+2,26+2,26+2,26+2,29+2,25+2,24+2,24+2,24+2,25+2,25+2,25+2,25+2,25+2,25+2
166851,https://sofifa.com/player/166851/kari-arnason/210002,K. Árnason,Kári Árnason,37,1982-10-13,191,82,Iceland,,,,68,68,0,0,CB,Right,1,2,2,Low/Medium,Lean,No,,,,,,,,RCB,14,30,51,57,50,68,69,,,,,,,Long Throw-in,48,43,68,59,43,49,52,51,62,53,30,30,29,66,59,70,78,33,82,53,78,74,41,60,52,71,,63,58,12,15,10,13,7,53+2,53+2,53+2,48+0,51+0,51+0,51+0,48+0,52+2,52+2,52+2,49+2,56+2,56+2,56+2,49+2,55+2,63+2,63+2,63+2,55+2,56+2,68+0,68+0,68+0,56+2
167159,https://sofifa.com/player/167159/steffen-hagen/210002,S. Hagen,Steffen Hagen,34,1986-03-08,185,80,Norway,Odds BK,Norwegian Eliteserien,1,68,68,325000,2000,CB,Right,1,3,2,Medium/High,Normal,No,406000,,LCB,21,,2006-01-01,2021,,,37,35,52,43,69,70,,,,,,,"Solid Player, Leadership, Long Passer (AI), Team Player",40,31,67,64,16,32,30,23,63,59,36,37,34,72,48,45,73,61,78,40,61,71,34,46,36,68,,69,68,8,11,14,6,13,47+2,47+2,47+2,44+0,46+0,46+0,46+0,44+0,48+2,48+2,48+2,47+2,56+2,56+2,56+2,47+2,59+2,66+2,66+2,66+2,59+2,61+2,68+0,68+0,68+0,61+2
167379,https://sofifa.com/player/167379/danilo-aparecido-da-silva/210002,Danilo Silva,Danilo Aparecido da Silva,33,1986-11-24,185,70,Brazil,Los Angeles FC,USA Major League Soccer,1,68,68,425000,3000,"CB, RB",Right,1,4,2,Medium/Medium,Normal,No,638000,,SUB,6,,2019-01-16,2020,,,71,44,62,60,67,69,,,,,,,,68,42,64,69,28,58,37,40,60,66,68,74,53,66,57,59,61,62,72,37,70,68,42,59,46,60,,68,68,11,7,7,11,15,56+2,56+2,56+2,59+0,58+0,58+0,58+0,59+0,59+2,59+2,59+2,62+2,61+2,61+2,61+2,62+2,67+1,66+2,66+2,66+2,67+1,67+1,68+0,68+0,68+0,67+1
169343,https://sofifa.com/player/169343/michael-madl/210002,M. Madl,Michael Madl,32,1988-03-21,182,78,Austria,FK Austria Wien,Austrian Football Bundesliga,1,68,68,575000,7000,CB,Right,1,3,2,Medium/High,Normal,No,834000,,LCB,15,,2018-01-16,2021,,,49,51,61,57,68,75,,,,,,,,51,40,70,65,38,52,68,70,63,61,46,51,65,60,66,68,78,79,72,69,75,68,25,59,57,64,,67,65,7,15,13,8,12,53+2,53+2,53+2,52+0,52+0,52+0,52+0,52+0,55+2,55+2,55+2,54+2,60+2,60+2,60+2,54+2,63+2,67+1,67+1,67+1,63+2,63+2,68+0,68+0,68+0,63+2
169938,https://sofifa.com/player/169938/hugo-filipe-da-costa-oliveira/210002,Hugo Vieira,Hugo Filipe da Costa Oliveira,31,1988-07-25,178,73,Portugal,Gil Vicente FC,Portuguese Liga ZON SAGRES,1,68,68,800000,5000,ST,Right,1,3,3,High/Low,Normal,No,1600000,,ST,10,,2020-01-28,2021,,,83,66,62,71,28,62,,,,,,,Finesse Shot,67,66,60,59,69,71,68,48,54,69,79,86,78,72,69,70,79,68,60,60,56,23,71,68,60,68,,28,19,14,14,9,9,11,68+0,68+0,68+0,70+,69+,69+,69+,70+,68+0,68+0,68+0,69+,61+2,61+2,61+2,69+,52+2,47+2,47+2,47+2,52+2,49+2,42+2,42+2,42+2,49+2
170612,https://sofifa.com/player/170612/vullnet-basha/210002,V. Basha,Vullnet Basha,29,1990-07-11,174,71,Albania,Wisła Kraków,Polish T-Mobile Ekstraklasa,1,68,68,775000,3000,CDM,Right,1,3,3,Medium/Medium,Lean,No,1000000,,SUB,6,,2017-08-10,2021,,,63,61,65,64,62,72,,,,,,,Long Shot Taker (AI),57,53,55,72,56,63,49,55,70,66,65,62,62,61,75,75,75,73,71,70,70,66,63,64,51,61,,70,57,9,9,12,7,15,63+2,63+2,63+2,63+0,64+0,64+0,64+0,63+0,65+2,65+2,65+2,64+2,67+1,67+1,67+1,64+2,64+2,67+1,67+1,67+1,64+2,63+2,64+2,64+2,64+2,63+2
