Report.ID,Event.ID,Anonymous.at.point.of.interview,Location,Year,Year.for.analysis,EncounterMonthNumeric,TimeSI,Report.Year.for.analysis,BSSTranslated,AllDistNADpriority,Duration,SeenLengthSI,Handedness
2792,E2695,Y,Shore,c. 1874,1874,NA,NA,1934,NA,NA,NA,NA,2nd
2794,E2697,Y,Boat,A year or two before WW1,1912,NA,NA,NA,NA,NA,NA,NA,2nd
2806,E2709,N,NK,1927,1927,NA,NA,NA,NA,NA,NA,NA,2nd
2809,E2712,N,Shore,1955,1955,NA,NA,NA,NA,3218.688,30,NA,2nd
2810,E2713,N,Shore,1948,1948,12,NA,1948,0,137.16,10,NA,2nd
2811,E2714,N,Shore,1939,1939,NA,NA,NA,NA,228.6,NA,NA,2nd
2812,E2715,Y,Shore,1934,1934,6,NA,NA,NA,NA,NA,NA,2nd
2813,E2716,N,Shore,1938,1938,4,14,1938,1,NA,NA,NA,1st
2814,E2717,N,Shore,Before 1943,1942,NA,NA,NA,NA,NA,NA,NA,2nd
2815,E2380,N,Shore,1947,1947,7,NA,NA,NA,1408.176,NA,NA,1st
2818,E2719,Y,Shore,1933,1933,8,8,NA,NA,91.44,NA,NA,2nd
2819,E2720,N,Shore,1943 or before,1943,NA,11,1943,NA,NA,NA,NA,2nd
2820,E2721,Y,Boat,1950 or before,1950,NA,NA,1950,2,NA,NA,NA,2nd
2830,E2731,Y,Shore,1950,1950,8,NA,NA,NA,NA,NA,NA,2nd
2831,E2732,Y,NK,About 1940,1940,NA,NA,NA,NA,NA,NA,NA,2nd
2832,E2733 ,Y,NK,About 1937,1937,NA,NA,NA,NA,NA,NA,NA,2nd
2833,E2735,Y,NK,1933,1933,11,NA,NA,NA,804.672,12,NA,2nd
2834,E2736,N,Shore,1933,1933,9,9.5,NA,NA,502.92,NA,NA,2nd
2835,E2513,N,Shore,1933,1933,8,12.25,NA,NA,NA,NA,NA,1st
2840,E2739,N,Shore,1967,1967,8,17.33,1968,4,NA,NA,NA,1st
2842,E2741,N,Shore,1957,1957,6,NA,NA,NA,NA,NA,NA,1st
2844,E2742,N,Shore,1959,1959,7,15.25,NA,NA,NA,NA,NA,1st
3211,E2565,N,Shore,1962,1962,10,NA,1964,NA,182.88,NA,2.1336,1st
2851,E2744,N,Shore,1933,1933,8,19,1933,NA,NA,NA,NA,2nd
2852,E2680,N,Boat,1918,1918,NA,NA,1968,4,NA,NA,NA,1st
2853,E2746,Y,Shore,Before 1950,1949,NA,NA,NA,NA,NA,NA,NA,2nd
2856,E2748,N,Shore,1960,1960,8,9.5,1968,NA,16.002,NA,NA,1st
2857,E2749,N,Shore,1967,1967,12,1.5,1968,0,NA,NA,NA,2nd
2858,E2750,N,Shore,1962,1962,8,NA,NA,0,11.43,NA,NA,1st
2859,E2751,N,Shore,1966,1966,7,8,1968,1,NA,NA,NA,1st
2860,E2752,N,Shore,1967,1967,4,20,1968,3,NA,NA,NA,1st
2864,E2754,N,NK,1946,1946,NA,NA,NA,NA,18.288,NA,15.24,1st
2865,E2755,N,Shore,Before 1968,1967,NA,NA,1968,NA,NA,NA,NA,2nd
2866,E2756,N,Shore,Around 1948,1948,NA,NA,1968,NA,160.02,NA,NA,2nd
2867,E2757,N,NK,1963,1963,NA,NA,NA,NA,NA,NA,NA,1st
2868,E2758,N,Shore,1936,1936,NA,10,NA,0,182.88,17.5,NA,1st
2869,E2759,N,Shore,c. 1948,1948,NA,NA,NA,NA,NA,NA,NA,2nd
2873,E2280,N,Shore,1933,1933,8,14.5,1933,NA,502.92,NA,NA,2nd
2877,E2763,N,Shore,1933,1933,9,NA,1933,NA,NA,NA,NA,2nd
2878,E2764,N,NK,1933,1933,9,NA,1933,NA,NA,NA,NA,2nd
2879,E2768,N,Shore,1933,1933,10,NA,1933,NA,NA,NA,NA,2nd
2882,E2769,N,Shore,1934,1934,3,NA,1934,NA,45.72,NA,NA,2nd
2883,E2770,Y,Shore,1934,1934,3,NA,1934,NA,NA,NA,NA,2nd
2884,E2771,N,Shore,1934,1934,3,8.25,1934,NA,91.44,NA,NA,2nd
2885,E2772,N,Shore,1934,1934,6,NA,1934,0,182.88,10,NA,1st
2886,E2773,N,Shore,1934,1934,6,NA,1934,0,45.72,NA,NA,2nd
2887,E2774,N,Shore,1934,1934,4,13,1934,NA,NA,NA,NA,2nd
2888,E2775,N,NK,1934,1934,3,12,1934,NA,NA,NA,NA,2nd
2889,E2776,N,Shore,1934,1934,3,NA,1934,0,228.6,1.5,NA,2nd
2890,E2777,N,Shore,1934,1934,5,NA,1934,0,91.44,20,NA,1st
2891,E2778,N,Shore,1934,1934,5,NA,1934,NA,NA,NA,NA,1st
2892,E2779,N,Shore,1934,1934,5,14,1934,10,NA,NA,NA,1st
2893,E2780,N,Shore,1934,1934,5,7.5,1934,NA,45.72,NA,NA,2nd
2894,E2781,N,NK,1933,1933,NA,NA,1934,NA,NA,NA,NA,2nd
2895,E2782,N,Shore,1934,1934,7,NA,1934,NA,NA,NA,NA,2nd
2896,E2783,N,Shore,1934,1934,7,9,1934,1,NA,5,NA,2nd
2897,E2784,Y,Shore,1934,1934,5,NA,1934,0,402.336,NA,NA,2nd
2898,E2785,N,Boat,1934,1934,7,NA,1934,NA,27.432,NA,NA,2nd
2900,E2786,N,Shore,1934,1934,8,15,1934,NA,NA,NA,NA,2nd
2901,E2787,Y,Shore,1934,1934,8,NA,1934,NA,NA,NA,NA,2nd
2902,E2788,N,Shore,1934,1934,8,18.5,1934,0,27.432,NA,NA,2nd
2903,E2789,N,Shore,1934,1934,8,20.25,1934,0,NA,NA,NA,2nd
2904,E2790,N,Shore,1934,1934,NA,NA,1934,NA,NA,NA,NA,2nd
2905,E2791,N,NK,1934,1934,7,NA,1934,NA,NA,NA,NA,2nd
2906,E2792,N,Shore,1934,1934,7,NA,1934,NA,NA,NA,NA,2nd
2907,E2793,N,Shore,1934,1934,6,NA,1934,0,NA,5.5,NA,1st
2909,E2795,N,NK,1934,1934,4,NA,1934,NA,NA,NA,NA,1st
2910,E2796,N,Shore,1934,1934,6,6,1934,0,NA,NA,NA,2nd
2911,E2797 ,Y,Shore,1934,1934,2,NA,1934,NA,NA,NA,NA,1st
2912,E2798,N,Shore,1934,1934,6,22,1934,0,13.716,15,NA,1st
2913,E2799,N,Shore,1934,1934,5,8.5,1934,0,365.76,15,NA,2nd
2914,E2800,N,NK,1935,1935,1,NA,1935,NA,NA,5,NA,2nd
2915,E2801,N,NK,1934,1934,7,11.25,1934,NA,NA,NA,NA,2nd
2916,E2802,N,Boat,1934,1934,7,11.5,1934,NA,365.76,NA,NA,2nd
2919,E2804,N,Shore,1934,1934,7,11.25,1934,NA,NA,NA,NA,1st
2920,E2805,N,Shore,1934,1934,7,21.5,1934,0,91.44,NA,NA,2nd
2922,E2806,N,Shore,1934,1934,8,6.83,1934,0,NA,NA,4.572,2nd
2923,E2807,N,Shore,1934,1934,8,18.25,1934,1,91.44,NA,NA,2nd
2924,E2809,N,Shore,1934,1934,8,10.5,1934,1,NA,2.5,NA,2nd
2925,E2553,N,Shore,c. 1962 or 1965 (Witchell) ,1962,NA,NA,1969,NA,NA,NA,NA,1st
2928,E2810,N,Shore,1934,1934,8,NA,1934,NA,NA,NA,NA,2nd
2929,E2811,N,Shore,1934,1934,8,4.5,1934,NA,NA,NA,NA,2nd
2932,E2293,N,Boat,1933,1933,10,8.5,1933,NA,137.16,NA,2.4384,1st
2933,E2813,N,Shore,1935,1935,4,14.5,1935,NA,182.88,20,NA,2nd
2934,E2814,N,Shore,1934,1934,12,NA,1934,NA,NA,15,NA,2nd
2935,E2815,N,Shore,1934,1934,10,NA,1934,NA,365.76,NA,NA,2nd
2936,E2816,N,Shore,1934,1934,11,11.5,1934,0,NA,2,NA,2nd
2937,E2817,N,Shore,1934,1934,11,NA,1934,1,NA,NA,NA,2nd
2938,E2818,N,Shore,1934,1934,10,15.67,1934,0,NA,30,NA,2nd
2939,E2819,N,Shore,1934,1934,10,NA,1934,NA,NA,10,NA,2nd
2940,E2820,N,Shore,1934,1934,9,7,1934,NA,NA,NA,NA,1st
2941,E2821,N,Shore,1934,1934,9,12,1934,NA,NA,NA,NA,2nd
2942,E2822,N,Shore,1934,1934,9,19.5,1934,NA,NA,NA,NA,1st
2943,E2823,N,NK,1934,1934,9,8.33,1934,NA,NA,60,NA,1st
2944,E2824,Y,NK,1934,1934,9,9.33,1934,NA,NA,NA,NA,2nd
2946,E2825,N,Shore,1933,1933,11,NA,1933,0,804.672,NA,NA,2nd
2949,E2826,N,Shore,1933,1933,12,NA,1933,NA,NA,NA,NA,2nd
2951,E2827,N,Shore,1934,1934,1,NA,1934,NA,NA,NA,NA,2nd
2952,E2828,Y,NK,1914,1914,7,NA,1934,0,27.432,NA,NA,1st
2953,E2829,N,Shore,1934,1934,1,NA,1934,0,NA,NA,NA,1st
2954,E2830,N,Shore,1933,1933,11,NA,1934,NA,NA,NA,NA,2nd
2955,E2831,N,NK,1934,1934,1,13,1934,4,NA,2,NA,1st
2956,E2832,N,NK,1933,1933,1,NA,1934,NA,NA,NA,NA,1st
2957,E2833,N,Shore,1933,1933,NA,8,1934,NA,NA,NA,NA,1st
2958,E2834,N,Boat,1934,1934,2,15,1934,4,457.2,NA,NA,2nd
2960,E2835,N,Shore,1934,1934,2,15,1934,NA,NA,NA,NA,2nd
2962,E2836,N,Shore,1934,1934,3,NA,1934,NA,45.72,NA,NA,2nd
2963,E2837,N,Shore,1934,1934,4,NA,1934,3,NA,20,NA,1st
2964,E2838,N,Shore,1934,1934,4,NA,1934,NA,NA,3,NA,1st
2966,E2839,N,Shore,1934,1934,5,NA,1934,NA,NA,NA,NA,2nd
2967,E2840 ,N,Shore,1934,1934,7,NA,1934,NA,NA,NA,NA,1st
2968,E2841,N,NK,1934,1934,7,10.5,1934,4,804.5,1.5,5.0292,2nd
2969,E2842,N,Shore,1934,1934,7,NA,1934,0,NA,20,NA,1st
2971,E2844,N,Shore,1934,1934,8,20.17,1934,NA,NA,50,NA,1st
2973,E2845,N,Shore,1934,1934,4,NA,1936,NA,45.72,NA,NA,1st
2974,E2846,N,Shore,1934,1934,8,11.75,1934,NA,NA,NA,NA,1st
2975,E2847,N,Shore,1934,1934,8,NA,1934,NA,NA,NA,NA,1st
2976,E2848,N,NK,1935,1935,4,NA,1934,NA,NA,NA,NA,2nd
2978,E2849,N,NK,1935,1935,5,7.25,1935,1,NA,NA,NA,2nd
2979,E2850,N,NK,1936,1936,3,NA,1936,NA,NA,NA,NA,1st
2980,E2851,N,Shore,1935,1935,6,NA,1935,NA,91.44,25,NA,1st
2981,E2852,N,Shore,1935,1935,6,NA,1935,0,NA,NA,NA,1st
2982,E2853,N,Shore,1955,1955,7,9,1955,NA,NA,15,NA,2nd
2983,E2854,N,Shore,1936,1936,6,NA,1936,NA,NA,4,NA,2nd
2984,E2855,N,NK,1936,1936,6,NA,1936,NA,NA,NA,NA,2nd
2985,E2856,N,NK,1936,1936,6,NA,1936,NA,NA,NA,NA,2nd
2986,E2857,N,NK,1936,1936,6,NA,1936,NA,1609.344,30,NA,2nd
5113,E2858,N,Shore,1936,1936,6,NA,1936,NA,1609.344,35,NA,1st
2989,E2859,N,NK,1935,1935,NA,NA,1936,NA,NA,NA,NA,2nd
2991,E2851.1,N,NK,1936,1936,3,NA,1936,0,NA,2,NA,2nd
3005,E2855.1,Y,Boat,1960,1960,7,16.67,1961,NA,137.16,NA,NA,2nd
3006,E2856.1,N,Shore,1937,1937,7,NA,1937,NA,274.32,5,NA,2nd
3008,E2857.1,N,NK,1960,1960,7,10,1960,2,NA,NA,NA,1st
3016,E2864,N,NK,1949,1949,4,NA,1949,NA,NA,NA,NA,1st
3017,E2865,N,Shore,1958?,1958,9,NA,1958,NA,182.88,5,NA,1st
3018,E2866,N,NK,1958?,1958,7,NA,1958,NA,NA,NA,18.288,1st
3019,E2867,Y,Aerial,1933,1933,5,NA,1933,NA,NA,NA,NA,1st
3020,E2868,N,NK,c. 1862,1862,NA,NA,NA,NA,NA,NA,NA,2nd
3021,E2869,Y,Shore,c. 1878,1878,NA,NA,NA,NA,18.288,NA,NA,2nd
3023,E2871,N,Shore,1880,1880,NA,NA,1938,NA,NA,NA,NA,2nd
3024,E2872,N,NK,Not later than 1904,1903,NA,NA,1934,NA,NA,NA,NA,2nd
3025,E2873,N,NK,1903-1907,1905,NA,NA,NA,NA,NA,NA,NA,2nd
3027,E2875,Y,Shore,1934,1934,6,NA,1934,NA,NA,NA,NA,1st
3028,E2876,N,NK,Before or in 1934,1934,NA,NA,1934,NA,NA,NA,NA,2nd
3031,E2879,N,Boat,Late 1930s,1937,NA,NA,1937,NA,NA,NA,NA,2nd
3032,E2880,Y,NK,1941,1941,NA,NA,1941,NA,NA,10,NA,1st
3033,E2881,N,NK,1947,1947,NA,NA,NA,NA,NA,NA,NA,2nd
3034,E2882,N,Shore,1954,1954,2,NA,1957,0,365.76,NA,NA,1st
4632,E2883,N,NK,1959,1959,3,NA,1960,0,NA,NA,NA,1st
3036,E2884,N,NK,1960,1960,NA,NA,NA,NA,1609.344,NA,NA,2nd
3037,E2885,Y,NK,1960,1960,6,NA,NA,NA,NA,NA,NA,2nd
3038,E2886,N,Shore,1961,1961,8,NA,NA,0,64.008,5,NA,1st
3039,E2887,N,Shore,1962,1962,5,NA,NA,0,146.304,NA,NA,2nd
3041,E2889,N,Boat,1962,1962,6,5.33,1962,NA,13.716,NA,NA,1st
3042,E2890,N,NK,1962,1962,NA,NA,1962,NA,15.24,NA,NA,2nd
3043,E2891,N,NK,1962,1962,NA,NA,1962,NA,NA,NA,NA,2nd
3044,E2892,N,NK,1962,1962,NA,NA,1962,NA,NA,NA,NA,2nd
3052,E2900,N,Shore,1945,1945,9,NA,1968,NA,NA,NA,NA,1st
3053,E2901,Y,Shore,1996,1996,8,NA,1999,NA,NA,NA,NA,2nd
3054,E2902,Y,NK,1997,1997,3,NA,1999,NA,NA,NA,NA,2nd
3084,E2927,N,Shore,1952,1952,NA,NA,1998,NA,NA,NA,NA,1st
3086,E2104,N,NK,1992,1992,5,NA,1998,NA,NA,0.166666667,NA,1st
3091,E2683.1,N,Shore,1994,1994,6,NA,1997,NA,NA,NA,NA,2nd
3092,E2684.1,N,NK,1972,1972,6,22.25,2007,NA,NA,NA,7.62,1st
3118,E2954,Y,Shore,1968,1968,9,NA,NA,NA,NA,NA,NA,2nd
3121,E2955,N,NK,1972,1972,11,13.47,1973,NA,9.144,2,12.192,1st
3122,E2956,Y,NK,1933,1933,4,NA,NA,NA,NA,1,NA,2nd
3123,E2957,Y,NK,1933,1933,5,NA,NA,NA,NA,1,NA,2nd
3125,E2958,N,NK,1960,1960,7,5.5,NA,NA,NA,NA,NA,2nd
3126,E2959,N,NK,1965,1965,9,7,NA,1,804.672,7.5,NA,2nd
3127,E2960,N,NK,1966,1966,5,14.5,1966,0,640.08,4,NA,2nd
3128,E2961,N,Shore,1966,1966,5,10.08,1966,0,603.504,10,NA,1st
3129,E2962,N,NK,1966,1966,5,11.25,NA,0,NA,NA,NA,2nd
3130,E2963,N,NK,1966,1966,6,9.75,1966,0,NA,NA,NA,2nd
3131,E2964,N,Shore,1966,1966,6,7.5,1966,0,804.672,3,NA,1st
3134,E2967,N,Shore,1966,1966,6,15.5,1966,0,1097.28,5,NA,1st
3135,E2968,N,Shore,1966,1966,7,22.33,1966,0,274.32,3,2.4384,1st
3136,E2969,N,Shore,1966,1966,7,21.18,1966,0,1810.512,6,NA,1st
3137,E2970,N,Shore,1966,1966,7,NA,1966,1,NA,NA,NA,1st
3138,E2971,N,Shore,1966,1966,7,15.75,1966,0,457.2,2.5,NA,1st
3139,E2972,N,Shore,1966,1966,8,10.5,1966,0,804.672,0.016666667,NA,2nd
3140,E2973,N,Shore,1966,1966,8,15.92,1966,0,45.72,15,0.1524,1st
3141,E2974,N,Shore,1966,1966,9,9.33,1966,2,NA,2,NA,1st
3142,E2975,N,NK,1966,1966,9,18,1966,0,402.336,NA,0.6096,1st
3143,E2976,N,Shore,1966,1966,9,13.5,1966,0,457.2,0.083333333,NA,1st
3144,E2977,N,NK,1966,1966,NA,NA,NA,0,114.3,NA,NA,2nd
3145,E2978,N,Shore,1967,1967,5,10.17,1967,1,4023.36,NA,NA,1st
3147,E2980,N,Boat,1967,1967,8,5.92,1967,0,4828.032,3.5,NA,1st
3148,E2981,N,Shore,1967,1967,8,18.75,1967,0,402.336,1.5,NA,1st
3149,E2982,N,Shore,1967,1967,8,12.08,1967,0,1609.344,0.029166667,2.4384,2nd
3150,E2983,N,Shore,1967,1967,9,15.75,1967,0,137.16,2,2.7432,1st
3151,E2984,N,Shore,1967,1967,9,15.17,1967,0,91.44,10,3.3528,1st
3152,E2985,N,Shore,1967,1967,9,15.03,1967,0,804.672,3,NA,1st
3153,E2986,N,Shore,1968,1968,4,17.5,1968,0,1834.65216,1,NA,1st
3154,E2987,N,Shore,1968,1968,5,21,1968,0,804.672,NA,NA,1st
3157,E2990,N,Shore,1968,1968,6,10,1968,1,NA,NA,NA,1st
3158,E2991,N,Shore,1968,1968,7,11.33,1968,NA,NA,7,NA,1st
3159,E2992,N,Shore,1968,1968,8,9.75,1968,0,1207.008,0.5,NA,1st
3161,E2994,N,Shore,1968,1968,7,10,1968,0,1609.344,7,NA,1st
3162,E2995,N,Shore,1968,1968,9,11.25,1968,0,1072.896,30,NA,1st
3163,E2996,N,Shore,1968,1968,9,15.5,1968,0,731.52,4,NA,1st
3164,E2997,N,NK,1968,1968,11,8.5,NA,NA,45.72,5,NA,2nd
3165,E2998,N,Shore,1969,1969,4,10.75,1969,0,2011.68,3,NA,1st
3166,E2999,N,Shore,1969,1969,7,15.53,1969,1,342.9,2.5,NA,1st
3167,E3000,N,Shore,1969,1969,8,20.5,1969,0,91.44,0.25,NA,1st
3168,E3001,N,Shore,1969,1969,8,9.33,1969,1,54.864,0.5,NA,1st
3173,E3003,N,NK,1975,1975,NA,NA,1977,NA,NA,NA,NA,2nd
3174,E3004,N,NK,1926,1926,NA,NA,1977,NA,NA,NA,NA,1st
3176,E3005,N,Shore,1936,1936,10,NA,1977,NA,457.2,NA,NA,2nd
3180,E3009,N,Boat,1976,1976,7,NA,1977,NA,182.88,NA,3.6576,2nd
3193,E3021,Y,NK,1930?,1930,NA,NA,1930,NA,NA,NA,NA,2nd
3194,E3022,N,NK,1938,1938,5,12.75,1938,3,NA,NA,NA,1st
3205,E3030,Y,NK,c. 1890,1890,NA,NA,NA,NA,NA,NA,NA,2nd
3206,E3031,Y,NK,1933,1933,NA,NA,1933,NA,NA,NA,NA,2nd
3207,E3032,Y,NK,1933?,1933,NA,NA,1933,NA,NA,NA,NA,2nd
3212,E3037,N,NK,Before or in 1972,1972,NA,NA,1973,NA,NA,NA,NA,2nd
3215,E3038,N,NK,1933,1933,10,NA,1933,NA,804.672,NA,NA,2nd
3216,E3039,N,NK,1933,1933,11,NA,1933,NA,NA,NA,NA,2nd
3217,E3040,N,Boat,1933,1933,9,NA,1933,NA,NA,NA,NA,2nd
3218,E3041 ,N,NK,1933,1933,NA,NA,1933,NA,NA,NA,NA,2nd
3219,E3042,N,Shore,1934,1934,1,NA,1934,10,NA,3,NA,2nd
3222,E3044 ,Y,NK,1933,1933,11,NA,1933,NA,NA,NA,NA,2nd
3223,E3045,N,Shore,1933,1933,11,NA,1933,NA,NA,NA,NA,2nd
3224,E3046,N,NK,1933,1933,12,NA,1933,NA,NA,NA,NA,2nd
3225,E3047,Y,Shore,1933,1933,12,NA,1933,0,NA,NA,NA,2nd
3226,E3048,Y,Shore,1933,1933,12,8.5,1933,0,NA,NA,NA,2nd
3227,E3049,N,Shore,1933,1933,12,NA,1933,NA,1609.344,NA,NA,2nd
3228,E3050,N,Shore,1938,1938,1,NA,1938,NA,NA,1.5,NA,2nd
3229,E3051,Y,NK,1938,1938,1,NA,1938,NA,NA,NA,7.62,2nd
3230,E3052,N,Shore,1938,1938,2,NA,1938,NA,NA,6,27.432,1st
3231,E3053,Y,Boat,1938,1938,2,NA,1938,NA,91.44,15,NA,1st
3232,E3054,Y,NK,1938,1938,2,NA,1938,NA,NA,NA,NA,2nd
3233,E3055,N,Shore,1938,1938,3,NA,1938,10,NA,NA,NA,2nd
3234,E3056,N,Shore,1938,1938,4,NA,1938,0,NA,5,NA,1st
3235,E3057,N,Shore,1938,1938,8,NA,1938,NA,NA,NA,NA,2nd
3237,E3059,Y,Shore,1874,1874,NA,NA,1938,NA,NA,NA,NA,2nd
3238,E3060,N,Shore,1938,1938,9,10,1938,NA,NA,NA,NA,2nd
3239,E3061,N,Shore,1938,1938,9,10,1938,NA,NA,NA,NA,1st
3240,E3062,N,Shore,1938,1938,9,NA,1938,NA,1126.5408,1,NA,2nd
3241,E3063,N,NK,1938,1938,9,NA,1938,NA,NA,NA,NA,2nd
3242,E3064,N,Shore,1939,1939,5,NA,1939,NA,9.144,10,NA,1st
3243,E3065,N,Shore,1939,1939,7,NA,1939,NA,NA,NA,NA,2nd
3245,E3067,N,Shore,1998,1998,NA,NA,1998,NA,NA,NA,NA,1st
3248,E3069,N,Boat,2006,2006,10,NA,2006,NA,NA,NA,NA,2nd
3249,E3070,N,Shore,2006,2006,10,NA,2006,NA,NA,NA,NA,2nd
3250,E3071,Y,NK,Before or in 2008,2007,NA,NA,NA,NA,NA,NA,NA,2nd
3251,E3072,N,Shore,1936,1936,6,17.5,2002,1,NA,NA,NA,1st
3252,E3073,N,Shore,1992,1992,NA,NA,1992,NA,NA,NA,NA,1st
3253,E3074,Y,Shore,c. 1967,1967,NA,NA,1992,NA,NA,12.5,NA,1st
3257,E3077,N,Shore,1939,1939,6,22,1939,NA,91.44,30,NA,2nd
3258,E3078,N,Shore,1934,1934,7,NA,1934,0,NA,NA,NA,2nd
3259,E3079,Y,NK,1934,1934,6,20.25,1934,0,NA,5,NA,2nd
3260,E3080,N,NK,1934,1934,6,NA,1934,NA,NA,5,NA,2nd
3262,E3081,N,NK,1934,1934,5,NA,1934,0,NA,NA,NA,2nd
3264,E3082,N,Shore,1934,1934,5,20.5,1934,NA,NA,NA,NA,2nd
3265,E3083,Y,Shore,1934,1934,4,NA,1934,NA,182.88,NA,NA,1st
3266,E3084,N,Shore,1934,1934,5,NA,1934,NA,NA,NA,NA,2nd
3268,E3086,N,NK,1934,1934,4,12,1934,NA,NA,10,NA,2nd
3271,E3088,N,Shore,1936,1936,6,NA,1936,NA,NA,7.5,NA,2nd
3272,E3089,N,Shore,1936,1936,4,NA,1936,NA,45.72,10,NA,2nd
3273,E3090,N,Shore,1936,1936,3,NA,1938,NA,137.16,5,NA,1st
3276,E3091,N,Shore,1935,1935,9,NA,1935,NA,NA,NA,NA,2nd
3277,E3092,N,Shore,1935,1935,9,NA,1935,NA,NA,4,NA,2nd
3278,E3093,N,Shore,1935,1935,8,19,1935,NA,NA,30,NA,1st
3279,E3094,N,Boat,1935,1935,8,10.66666667,1935,NA,NA,10,NA,2nd
3280,E3095,N,Shore,1935,1935,8,NA,1935,NA,NA,NA,NA,2nd
3281,E3096,N,NK,1935,1935,8,9.5,1935,NA,NA,NA,NA,2nd
3282,E3097,N,NK,1935,1935,7,NA,1935,NA,NA,20,NA,2nd
3283,E3098,N,Shore,1935,1935,7,20.75,1935,NA,274.32,NA,NA,1st
3284,E3099,N,Boat,1935,1935,7,NA,1935,NA,NA,5,NA,2nd
3286,E3100,N,NK,1935,1935,7,NA,1935,NA,NA,NA,NA,2nd
3287,E3101,N,NK,1935,1935,7,NA,1935,NA,NA,15,NA,2nd
3289,E3103,N,Shore,1935,1935,6,NA,1935,0,NA,NA,NA,2nd
3307,E3115,Y,NK,1963,1963,NA,NA,1964,NA,1609.344,NA,NA,2nd
3308,E3116,Y,NK,1963,1963,NA,NA,1964,NA,3504.8952,NA,NA,2nd
3309,E3117,N,NK,1938,1938,8,NA,1938,NA,NA,NA,NA,2nd
3310,E3118,N,Shore,1938,1938,6,NA,1938,NA,NA,NA,NA,1st
3312,E3119,N,Shore,1933,1933,12,NA,1933,NA,NA,NA,NA,2nd
3313,E3120,N,Boat,1914,1914,NA,NA,1933,NA,NA,NA,NA,2nd
3315,E3122,N,Shore,Some years before 1933,1930,NA,NA,1933,NA,NA,NA,NA,2nd
3316,E3041,N,Shore,1933,1933,11,NA,1933,NA,NA,NA,NA,2nd
3317,E3123,N,NK,1933,1933,10,NA,1933,NA,NA,20,NA,2nd
3318,E3124,Y,NK,1933,1933,6,NA,1933,NA,NA,20,NA,1st
3322,E3126,N,Boat,1931,1931,7,NA,1933,NA,NA,NA,NA,2nd
3325,E3128,N,NK,1933,1933,10,NA,1933,NA,NA,20,NA,2nd
3327,E3129,N,Boat,1933,1933,NA,NA,1933,NA,NA,NA,NA,1st
3329,E3131,N,Shore,Eighteen or twenty years before 1933,1914,NA,5,1933,NA,NA,NA,NA,2nd
3330,E3132,N,NK,1933,1933,11,NA,1933,0,NA,NA,NA,2nd
3331,E3133,N,Shore,1935,1935,6,17.75,1935,NA,91.44,NA,NA,2nd
3332,E3134,N,Shore,1935,1935,2,1.25,1935,0,36.576,5,NA,2nd
3333,E3135,N,NK,1934,1934,12,NA,1934,NA,365.76,20,NA,2nd
3334,E3136,N,NK,1934,1934,12,NA,1934,NA,NA,NA,NA,2nd
3336,E2663,N,Shore,1934,1934,6,6.5,1934,0,182.88,25,NA,2nd
3338,E3137,N,Shore,1934,1934,8,NA,1934,NA,NA,NA,NA,1st
3339,E3138,N,Shore,1934,1934,8,NA,1934,NA,NA,NA,NA,2nd
3340,E3139,N,NK,1934,1934,9,NA,1934,NA,NA,NA,NA,2nd
3341,E3140,N,Shore,1934,1934,9,13.83,1934,NA,91.44,NA,NA,2nd
3342,E3141,N,Shore,1934,1934,9,NA,1934,NA,NA,NA,NA,2nd
3343,E3142,N,Shore,1934,1934,8,15.5,1934,NA,7.62,NA,NA,1st
3347,E3143,N,Shore,1934,1934,7,21.75,1934,NA,27.432,NA,NA,1st
3353,E3144,N,Shore,1934,1934,7,12,1934,NA,NA,NA,NA,2nd
3354,E3145,N,Shore,1934,1934,7,NA,1934,NA,NA,60,NA,1st
3355,E3146,N,Shore,1934,1934,7,NA,1950,NA,NA,NA,NA,1st
3379,E3163,N,Shore,Before or in 1980,1980,NA,NA,1980,NA,NA,NA,2.4384,1st
3388,E2489,N,Boat,1970,1970,NA,NA,NA,NA,9.144,NA,2.4384,1st
3397,E3177,N,NK,1948,1948,7,NA,1948,0,NA,15,NA,1st
3399,E3179,N,NK,1949,1949,9,NA,1949,NA,731.52,NA,15.24,1st
3405,E3181,N,Shore,1939,1939,8,NA,1939,1,50.292,NA,NA,1st
3406,E3182,N,Boat,1939,1939,8,NA,1939,NA,228.6,NA,NA,2nd
3407,E3183,N,Boat,1941,1941,8,14,1941,1,NA,10,NA,1st
3408,E3184,N,Shore,1941,1941,8,21,1941,NA,NA,7,NA,1st
3409,E3185,N,Shore,1941,1941,8,NA,1941,NA,365.76,NA,NA,1st
3412,E3187,N,Shore,1939,1939,8,NA,1939,NA,27.432,30,NA,2nd
3413,E3188,N,Shore,1947,1947,5,NA,1947,0,NA,5,NA,2nd
3414,E3189,N,NK,Before or in 1966,1966,NA,0,1966,NA,13.716,NA,NA,2nd
3418,E3192,N,NK,1934,1934,1,NA,1934,NA,45.72,NA,NA,2nd
3460,E3214,N,Boat,2007,2007,3,NA,NA,NA,NA,NA,NA,2nd
3474,E3225,N,NK,1985,1985,NA,NA,NA,NA,NA,NA,NA,2nd
3476,E3327,N,NK,1984,1984,NA,NA,NA,NA,NA,NA,NA,2nd
3480,E3331,Y,NK,1880s,1885,NA,NA,1933,NA,NA,NA,NA,2nd
